# GEMSS Experiment Results

## Parameters and Settings

- N_SAMPLES: 500
- N_FEATURES: 200
- N_GENERATING_SOLUTIONS: 3
- SPARSITY: 5
- NOISE_STD: 0.1
- NAN_RATIO: 0
- BINARIZE: True
- BINARY_RESPONSE_RATIO: 0.5
- DATASET_SEED: 42
- N_CANDIDATE_SOLUTIONS: 6
- N_ITER: 4000
- PRIOR_TYPE: sss
- PRIOR_SPARSITY: 5
- SAMPLE_MORE_PRIORS_COEFF: 1
- STUDENT_DF: 1
- STUDENT_SCALE: 1
- VAR_SLAB: 100
- VAR_SPIKE: 0.1
- WEIGHT_SLAB: 0.9
- WEIGHT_SPIKE: 0.1
- IS_REGULARIZED: False
- LAMBDA_JACCARD: 0
- BATCH_SIZE: 64
- LEARNING_RATE: 0.002
- DESIRED_SPARSITY: 5
- MIN_MU_THRESHOLD: 0.2
- USE_MEDIAN_FOR_OUTLIER_DETECTION: False
- OUTLIER_DEVIATION_THRESHOLDS: [2.0, 2.5, 3.0]

----------------------------------------------------------------------

   ------   ANALYSIS - Solution type: FULL   ------   

## FULL Solutions

All features with |mu| > 0.2

Coverage Metrics for full
=========================

| Index                  | Value   |
| ______________________ | _______ |
| n_features_found       | 134.000 |
| n_correct              | 14.000  |
| n_missed               | 0.000   |
| n_extra                | 120.000 |
| Recall                 | 1.000   |
| Precision              | 0.104   |
| F1_Score               | 0.189   |
| Jaccard                | 0.104   |
| Miss_Rate              | 0.000   |
| FDR                    | 0.896   |
| Global_Miss_Rate       | 0.000   |
| Global_FDR             | 0.600   |
| Success_Index          | 14.286  |
| Adjusted_Success_Index | 1.493   |

## Overview of discovered features for FULL solutions:

 - 14 unique true support features:
   ['feature_103', 'feature_129', 'feature_146', 'feature_152', 'feature_164', 'feature_17', 'feature_18', 'feature_193', 'feature_36', 'feature_73', 'feature_86', 'feature_87', 'feature_88', 'feature_99']


 - 134 discovered features:
   ['feature_1', 'feature_100', 'feature_101', 'feature_103', 'feature_105', 'feature_106', 'feature_108', 'feature_109', 'feature_111', 'feature_112', 'feature_113', 'feature_114', 'feature_115', 'feature_117', 'feature_12', 'feature_120', 'feature_123', 'feature_124', 'feature_126', 'feature_128', 'feature_129', 'feature_131', 'feature_133', 'feature_134', 'feature_135', 'feature_137', 'feature_139', 'feature_140', 'feature_142', 'feature_143', 'feature_145', 'feature_146', 'feature_147', 'feature_148', 'feature_149', 'feature_15', 'feature_152', 'feature_153', 'feature_154', 'feature_159', 'feature_16', 'feature_160', 'feature_161', 'feature_162', 'feature_163', 'feature_164', 'feature_166', 'feature_167', 'feature_17', 'feature_170', 'feature_171', 'feature_172', 'feature_173', 'feature_174', 'feature_175', 'feature_176', 'feature_177', 'feature_179', 'feature_18', 'feature_180', 'feature_181', 'feature_183', 'feature_184', 'feature_186', 'feature_187', 'feature_188', 'feature_189', 'feature_190', 'feature_192', 'feature_193', 'feature_194', 'feature_199', 'feature_2', 'feature_20', 'feature_22', 'feature_24', 'feature_25', 'feature_26', 'feature_27', 'feature_29', 'feature_3', 'feature_30', 'feature_31', 'feature_32', 'feature_34', 'feature_36', 'feature_38', 'feature_39', 'feature_4', 'feature_41', 'feature_42', 'feature_43', 'feature_44', 'feature_45', 'feature_46', 'feature_47', 'feature_50', 'feature_51', 'feature_52', 'feature_53', 'feature_54', 'feature_55', 'feature_57', 'feature_59', 'feature_6', 'feature_60', 'feature_61', 'feature_62', 'feature_65', 'feature_66', 'feature_68', 'feature_69', 'feature_70', 'feature_71', 'feature_73', 'feature_74', 'feature_77', 'feature_78', 'feature_8', 'feature_80', 'feature_81', 'feature_82', 'feature_84', 'feature_85', 'feature_86', 'feature_87', 'feature_88', 'feature_9', 'feature_90', 'feature_91', 'feature_93', 'feature_94', 'feature_98', 'feature_99']

 - 0 missed true support features:
   []

 - 120 extra features found (not in true support):
   ['feature_1', 'feature_100', 'feature_101', 'feature_105', 'feature_106', 'feature_108', 'feature_109', 'feature_111', 'feature_112', 'feature_113', 'feature_114', 'feature_115', 'feature_117', 'feature_12', 'feature_120', 'feature_123', 'feature_124', 'feature_126', 'feature_128', 'feature_131', 'feature_133', 'feature_134', 'feature_135', 'feature_137', 'feature_139', 'feature_140', 'feature_142', 'feature_143', 'feature_145', 'feature_147', 'feature_148', 'feature_149', 'feature_15', 'feature_153', 'feature_154', 'feature_159', 'feature_16', 'feature_160', 'feature_161', 'feature_162', 'feature_163', 'feature_166', 'feature_167', 'feature_170', 'feature_171', 'feature_172', 'feature_173', 'feature_174', 'feature_175', 'feature_176', 'feature_177', 'feature_179', 'feature_180', 'feature_181', 'feature_183', 'feature_184', 'feature_186', 'feature_187', 'feature_188', 'feature_189', 'feature_190', 'feature_192', 'feature_194', 'feature_199', 'feature_2', 'feature_20', 'feature_22', 'feature_24', 'feature_25', 'feature_26', 'feature_27', 'feature_29', 'feature_3', 'feature_30', 'feature_31', 'feature_32', 'feature_34', 'feature_38', 'feature_39', 'feature_4', 'feature_41', 'feature_42', 'feature_43', 'feature_44', 'feature_45', 'feature_46', 'feature_47', 'feature_50', 'feature_51', 'feature_52', 'feature_53', 'feature_54', 'feature_55', 'feature_57', 'feature_59', 'feature_6', 'feature_60', 'feature_61', 'feature_62', 'feature_65', 'feature_66', 'feature_68', 'feature_69', 'feature_70', 'feature_71', 'feature_74', 'feature_77', 'feature_78', 'feature_8', 'feature_80', 'feature_81', 'feature_82', 'feature_84', 'feature_85', 'feature_9', 'feature_90', 'feature_91', 'feature_93', 'feature_94', 'feature_98']


Overview of FULL solutions
============================

| Index | component_0                | component_1                | component_2                | component_3                | component_4                | component_5                |
| Jaccard                | 0.400  |
| Miss_Rate              | 0.000  |
| FDR                    | 0.600  |
| Global_Miss_Rate       | 0.000  |
| Global_FDR             | 0.105  |
| Success_Index          | 14.286 |
| Adjusted_Success_Index | 5.714  |

## Overview of discovered features for OUTLIER (STD_2.0) solutions:

 - 14 unique true support features:
   ['feature_103', 'feature_129', 'feature_146', 'feature_152', 'feature_164', 'feature_17', 'feature_18', 'feature_193', 'feature_36', 'feature_73', 'feature_86', 'feature_87', 'feature_88', 'feature_99']


 - 35 discovered features:
   ['feature_103', 'feature_109', 'feature_111', 'feature_129', 'feature_131', 'feature_146', 'feature_147', 'feature_152', 'feature_154', 'feature_16', 'feature_160', 'feature_161', 'feature_164', 'feature_167', 'feature_17', 'feature_18', 'feature_187', 'feature_193', 'feature_194', 'feature_24', 'feature_30', 'feature_31', 'feature_36', 'feature_38', 'feature_43', 'feature_59', 'feature_70', 'feature_73', 'feature_81', 'feature_85', 'feature_86', 'feature_87', 'feature_88', 'feature_91', 'feature_99']

 - 0 missed true support features:
   []

 - 21 extra features found (not in true support):
   ['feature_109', 'feature_111', 'feature_131', 'feature_147', 'feature_154', 'feature_16', 'feature_160', 'feature_161', 'feature_167', 'feature_187', 'feature_194', 'feature_24', 'feature_30', 'feature_31', 'feature_38', 'feature_43', 'feature_59', 'feature_70', 'feature_81', 'feature_85', 'feature_91']


Overview of OUTLIER (STD_2.0) solutions
=========================================

| Index | component_0                | component_1                | component_2                | component_3                | component_4                | component_5                |
| _____ | __________________________ | __________________________ | __________________________ | __________________________ | __________________________ | __________________________ |
| 0     | feature_17 (mu = -1.3746)  | feature_17 (mu = 4.4754)   | feature_152 (mu = 1.6644)  | feature_86 (mu = -4.1017)  | feature_86 (mu = 2.6373)   | feature_87 (mu = -3.0253)  |
| 1     | feature_129 (mu = 1.1795)  | feature_129 (mu = -3.0008) | feature_88 (mu = 1.1340)   | feature_152 (mu = -2.8243) | feature_87 (mu = -1.7567)  | feature_73 (mu = -2.9396)  |
| 2     | feature_86 (mu = -1.0129)  | feature_86 (mu = -2.5125)  | feature_73 (mu = -1.1064)  | feature_17 (mu = 2.6522)   | feature_73 (mu = -1.1838)  | feature_17 (mu = -2.7351)  |
| 3     | feature_99 (mu = 0.9618)   | feature_88 (mu = 1.5913)   | feature_146 (mu = -0.8783) | feature_129 (mu = -1.8716) | feature_17 (mu = -1.0981)  | feature_146 (mu = 1.8743)  |
| 4     | feature_36 (mu = 0.9107)   | feature_152 (mu = 0.9545)  | feature_103 (mu = -0.8334) | feature_87 (mu = 1.7783)   | feature_129 (mu = 0.9138)  | feature_18 (mu = 1.7949)   |
| 5     | feature_88 (mu = -0.8883)  | feature_36 (mu = -0.7792)  | feature_129 (mu = -0.6685) | feature_164 (mu = -1.4541) | feature_164 (mu = 0.8861)  | feature_88 (mu = -1.4524)  |
| 6     | feature_87 (mu = -0.8677)  | feature_164 (mu = -0.7615) | feature_193 (mu = 0.6240)  | feature_36 (mu = -1.2852)  | feature_193 (mu = 0.8356)  | feature_164 (mu = 1.4164)  |
| 7     | feature_73 (mu = 0.4296)   | feature_193 (mu = -0.6244) | feature_18 (mu = 0.6191)   | feature_103 (mu = 1.1535)  | feature_161 (mu = -0.7187) | feature_86 (mu = -1.2556)  |
| 8     | feature_154 (mu = -0.2888) | feature_111 (mu = 0.4350)  | feature_87 (mu = 0.3836)   | feature_73 (mu = 1.0413)   | feature_88 (mu = 0.6374)   | feature_193 (mu = -1.2432) |
| 9     | feature_43 (mu = 0.2787)   | None                       | feature_86 (mu = 0.3754)   | feature_59 (mu = -0.9581)  | feature_103 (mu = 0.6247)  | feature_99 (mu = 0.9781)   |
| 10    | feature_187 (mu = 0.2756)  | None                       | feature_17 (mu = 0.2044)   | feature_81 (mu = 0.9224)   | feature_81 (mu = -0.5701)  | feature_129 (mu = 0.8284)  |
| 11    | feature_24 (mu = -0.2507)  | None                       | feature_164 (mu = 0.1935)  | feature_70 (mu = -0.9108)  | feature_36 (mu = 0.4906)   | feature_152 (mu = -0.7709) |
| 12    | feature_16 (mu = 0.2456)   | None                       | feature_36 (mu = -0.1696)  | feature_131 (mu = 0.8176)  | feature_152 (mu = 0.4868)  | feature_103 (mu = -0.6420) |
| 13    | None                       | None                       | None                       | feature_167 (mu = 0.8148)  | feature_30 (mu = 0.4366)   | feature_36 (mu = 0.5386)   |
| 14    | None                       | None                       | None                       | feature_38 (mu = 0.8136)   | feature_85 (mu = 0.4180)   | feature_154 (mu = -0.5289) |
| 15    | None                       | None                       | None                       | feature_194 (mu = 0.7833)  | feature_111 (mu = -0.4163) | feature_31 (mu = -0.5258)  |
| 16    | None                       | None                       | None                       | feature_147 (mu = 0.7754)  | feature_167 (mu = -0.3656) | feature_160 (mu = 0.5096)  |
| 17    | None                       | None                       | None                       | feature_109 (mu = 0.7312)  | feature_59 (mu = 0.3430)   | None                       |
| 18    | None                       | None                       | None                       | feature_91 (mu = 0.6972)   | None                       | None                       |
| 19    | None                       | None                       | None                       | feature_16 (mu = -0.6849)  | None                       | None                       |
| 20    | None                       | None                       | None                       | feature_161 (mu = 0.6780)  | None                       | None                       |


Regression results on training data (l2 penalty)
================================================

No data to display.

----------------------------------------------------------------------

   ------   ANALYSIS - Solution type: OUTLIER (STD_2.5)   ------   

## OUTLIER (STD_2.5) Solutions

Features identified as outliers based on standard deviation.

Coverage Metrics for outlier (STD_2.5)
======================================

| Index                  | Value  |
| ______________________ | ______ |
| n_features_found       | 19.000 |
| n_correct              | 14.000 |
| n_missed               | 0.000  |
| n_extra                | 5.000  |
| Recall                 | 1.000  |
| Precision              | 0.737  |
| F1_Score               | 0.848  |
| Jaccard                | 0.737  |
| Miss_Rate              | 0.000  |
| FDR                    | 0.263  |
| Global_Miss_Rate       | 0.000  |
| Global_FDR             | 0.025  |
| Success_Index          | 14.286 |
| Adjusted_Success_Index | 10.526 |

## Overview of discovered features for OUTLIER (STD_2.5) solutions:

 - 14 unique true support features:
   ['feature_103', 'feature_129', 'feature_146', 'feature_152', 'feature_164', 'feature_17', 'feature_18', 'feature_193', 'feature_36', 'feature_73', 'feature_86', 'feature_87', 'feature_88', 'feature_99']


 - 19 discovered features:
   ['feature_103', 'feature_129', 'feature_146', 'feature_152', 'feature_161', 'feature_164', 'feature_17', 'feature_18', 'feature_193', 'feature_30', 'feature_36', 'feature_59', 'feature_70', 'feature_73', 'feature_81', 'feature_86', 'feature_87', 'feature_88', 'feature_99']

 - 0 missed true support features:
   []

 - 5 extra features found (not in true support):
   ['feature_161', 'feature_30', 'feature_59', 'feature_70', 'feature_81']


Overview of OUTLIER (STD_2.5) solutions
=========================================

| Index | component_0               | component_1                | component_2                | component_3                | component_4                | component_5                |
| _____ | _________________________ | __________________________ | __________________________ | __________________________ | __________________________ | __________________________ |
| 0     | feature_17 (mu = -1.3746) | feature_17 (mu = 4.4754)   | feature_152 (mu = 1.6644)  | feature_86 (mu = -4.1017)  | feature_86 (mu = 2.6373)   | feature_87 (mu = -3.0253)  |
| 1     | feature_129 (mu = 1.1795) | feature_129 (mu = -3.0008) | feature_88 (mu = 1.1340)   | feature_152 (mu = -2.8243) | feature_87 (mu = -1.7567)  | feature_73 (mu = -2.9396)  |
| 2     | feature_86 (mu = -1.0129) | feature_86 (mu = -2.5125)  | feature_73 (mu = -1.1064)  | feature_17 (mu = 2.6522)   | feature_73 (mu = -1.1838)  | feature_17 (mu = -2.7351)  |
| 3     | feature_99 (mu = 0.9618)  | feature_88 (mu = 1.5913)   | feature_146 (mu = -0.8783) | feature_129 (mu = -1.8716) | feature_17 (mu = -1.0981)  | feature_146 (mu = 1.8743)  |
| 4     | feature_36 (mu = 0.9107)  | feature_152 (mu = 0.9545)  | feature_103 (mu = -0.8334) | feature_87 (mu = 1.7783)   | feature_129 (mu = 0.9138)  | feature_18 (mu = 1.7949)   |
| 5     | feature_88 (mu = -0.8883) | feature_36 (mu = -0.7792)  | feature_129 (mu = -0.6685) | feature_164 (mu = -1.4541) | feature_164 (mu = 0.8861)  | feature_88 (mu = -1.4524)  |
| 6     | feature_87 (mu = -0.8677) | feature_164 (mu = -0.7615) | feature_193 (mu = 0.6240)  | feature_36 (mu = -1.2852)  | feature_193 (mu = 0.8356)  | feature_164 (mu = 1.4164)  |
| 7     | feature_73 (mu = 0.4296)  | feature_193 (mu = -0.6244) | feature_18 (mu = 0.6191)   | feature_103 (mu = 1.1535)  | feature_161 (mu = -0.7187) | feature_86 (mu = -1.2556)  |
| 8     | None                      | None                       | feature_87 (mu = 0.3836)   | feature_73 (mu = 1.0413)   | feature_88 (mu = 0.6374)   | feature_193 (mu = -1.2432) |
| 9     | None                      | None                       | feature_86 (mu = 0.3754)   | feature_59 (mu = -0.9581)  | feature_103 (mu = 0.6247)  | feature_99 (mu = 0.9781)   |
| 10    | None                      | None                       | feature_17 (mu = 0.2044)   | feature_81 (mu = 0.9224)   | feature_81 (mu = -0.5701)  | feature_129 (mu = 0.8284)  |
| 11    | None                      | None                       | feature_164 (mu = 0.1935)  | feature_70 (mu = -0.9108)  | feature_36 (mu = 0.4906)   | feature_152 (mu = -0.7709) |
| 12    | None                      | None                       | feature_36 (mu = -0.1696)  | None                       | feature_152 (mu = 0.4868)  | feature_103 (mu = -0.6420) |
| 13    | None                      | None                       | None                       | None                       | feature_30 (mu = 0.4366)   | None                       |


Regression results on training data (l2 penalty)
================================================

No data to display.

----------------------------------------------------------------------

   ------   ANALYSIS - Solution type: OUTLIER (STD_3.0)   ------   

## OUTLIER (STD_3.0) Solutions

Features identified as outliers based on standard deviation.

Coverage Metrics for outlier (STD_3.0)
======================================

| Index                  | Value  |
| ______________________ | ______ |
| n_features_found       | 16.000 |
| n_correct              | 14.000 |
| n_missed               | 0.000  |
| n_extra                | 2.000  |
| Recall                 | 1.000  |
| Precision              | 0.875  |
| F1_Score               | 0.933  |
| Jaccard                | 0.875  |
| Miss_Rate              | 0.000  |
| FDR                    | 0.125  |
| Global_Miss_Rate       | 0.000  |
| Global_FDR             | 0.010  |
| Success_Index          | 14.286 |
| Adjusted_Success_Index | 12.500 |

## Overview of discovered features for OUTLIER (STD_3.0) solutions:

 - 14 unique true support features:
   ['feature_103', 'feature_129', 'feature_146', 'feature_152', 'feature_164', 'feature_17', 'feature_18', 'feature_193', 'feature_36', 'feature_73', 'feature_86', 'feature_87', 'feature_88', 'feature_99']


 - 16 discovered features:
   ['feature_103', 'feature_129', 'feature_146', 'feature_152', 'feature_161', 'feature_164', 'feature_17', 'feature_18', 'feature_193', 'feature_36', 'feature_73', 'feature_81', 'feature_86', 'feature_87', 'feature_88', 'feature_99']

 - 0 missed true support features:
   []

 - 2 extra features found (not in true support):
   ['feature_161', 'feature_81']


Overview of OUTLIER (STD_3.0) solutions
=========================================

| Index | component_0               | component_1                | component_2                | component_3                | component_4                | component_5                |
| _____ | _________________________ | __________________________ | __________________________ | __________________________ | __________________________ | __________________________ |
| 0     | feature_17 (mu = -1.3746) | feature_17 (mu = 4.4754)   | feature_152 (mu = 1.6644)  | feature_86 (mu = -4.1017)  | feature_86 (mu = 2.6373)   | feature_87 (mu = -3.0253)  |
| 1     | feature_129 (mu = 1.1795) | feature_129 (mu = -3.0008) | feature_88 (mu = 1.1340)   | feature_152 (mu = -2.8243) | feature_87 (mu = -1.7567)  | feature_73 (mu = -2.9396)  |
| 2     | feature_86 (mu = -1.0129) | feature_86 (mu = -2.5125)  | feature_73 (mu = -1.1064)  | feature_17 (mu = 2.6522)   | feature_73 (mu = -1.1838)  | feature_17 (mu = -2.7351)  |
| 3     | feature_99 (mu = 0.9618)  | feature_88 (mu = 1.5913)   | feature_146 (mu = -0.8783) | feature_129 (mu = -1.8716) | feature_17 (mu = -1.0981)  | feature_146 (mu = 1.8743)  |
| 4     | feature_36 (mu = 0.9107)  | feature_152 (mu = 0.9545)  | feature_103 (mu = -0.8334) | feature_87 (mu = 1.7783)   | feature_129 (mu = 0.9138)  | feature_18 (mu = 1.7949)   |
| 5     | feature_88 (mu = -0.8883) | feature_36 (mu = -0.7792)  | feature_129 (mu = -0.6685) | feature_164 (mu = -1.4541) | feature_164 (mu = 0.8861)  | feature_88 (mu = -1.4524)  |
| 6     | feature_87 (mu = -0.8677) | feature_164 (mu = -0.7615) | feature_193 (mu = 0.6240)  | feature_36 (mu = -1.2852)  | feature_193 (mu = 0.8356)  | feature_164 (mu = 1.4164)  |
| 7     | feature_73 (mu = 0.4296)  | feature_193 (mu = -0.6244) | feature_18 (mu = 0.6191)   | feature_103 (mu = 1.1535)  | feature_161 (mu = -0.7187) | feature_86 (mu = -1.2556)  |
| 8     | None                      | None                       | feature_87 (mu = 0.3836)   | feature_73 (mu = 1.0413)   | feature_88 (mu = 0.6374)   | feature_193 (mu = -1.2432) |
| 9     | None                      | None                       | feature_86 (mu = 0.3754)   | None                       | feature_103 (mu = 0.6247)  | feature_99 (mu = 0.9781)   |
| 10    | None                      | None                       | feature_17 (mu = 0.2044)   | None                       | feature_81 (mu = -0.5701)  | feature_129 (mu = 0.8284)  |
| 11    | None                      | None                       | None                       | None                       | None                       | feature_152 (mu = -0.7709) |


Regression results on training data (l2 penalty)
================================================

No data to display.

----------------------------------------------------------------------
